-3.29,31.86,10.78
0.00,27.25,16.96
23.76,2.10,27.10
6.46,27.46,28.32
21.33,14.83,32.87
3.13,31.08,33.31
-8.78,11.73,29.65
15.92,24.09,9.88
4.45,37.09,33.42
36.25,31.46,44.81
10.84,3.17,7.82
11.31,30.70,40.90
5.40,38.79,35.60
33.05,34.87,25.57
5.89,15.49,15.20
19.71,33.42,50.46
16.38,8.32,11.99
38.69,14.45,38.85
-5.63,27.17,11.35
0.00,12.87,5.21
0.00,12.89,23.62
3.40,2.81,1.66
5.75,4.20,7.79
12.94,39.23,35.84
32.64,32.45,41.93
0.00,13.82,33.60
13.05,14.17,20.19
14.65,22.51,44.66
11.55,5.32,24.63
17.92,38.17,31.64
0.00,25.31,11.89
11.80,39.89,29.09
21.30,5.17,28.80
0.00,17.85,20.81
23.82,34.69,19.46
0.00,2.14,22.05
-8.34,7.78,21.38
15.75,18.33,25.33
0.00,17.25,14.79
33.57,32.29,77.22
12.89,16.93,24.70
37.93,29.98,41.93
17.19,25.57,20.27
32.87,36.74,32.97
28.60,26.27,57.77
16.44,20.61,44.91
-4.09,33.40,13.06
0.00,9.27,2.55
-7.96,21.30,3.40
34.18,16.20,28.40
36.24,32.67,49.15
6.29,35.17,33.54
-2.16,9.04,23.05
-7.84,2.81,21.70
39.82,3.91,38.56
20.82,11.38,30.42
29.34,33.20,31.21
4.22,20.12,19.21
-4.47,18.11,6.41
25.25,18.08,17.80
12.86,34.08,25.92
16.99,31.97,34.25
17.03,23.48,21.73
22.63,28.00,27.07
31.86,2.24,31.93
0.00,17.52,5.77
-1.13,15.80,10.10
31.35,29.44,16.94
23.72,32.04,28.08
3.85,3.87,0.46
27.77,3.92,25.60
16.29,23.11,38.33
2.53,19.82,20.48
-13.99,17.78,3.41
23.99,37.63,48.62
3.69,21.38,19.57
0.00,25.08,31.99
9.80,34.92,36.46
6.59,37.33,42.82
10.80,33.61,26.24
30.00,33.03,44.40
37.24,2.13,36.90
0.00,10.89,11.78
7.92,4.82,11.32
-14.36,15.50,6.85
0.00,21.37,24.81
38.64,24.22,40.21
2.92,31.96,31.74
7.36,32.41,46.11
35.05,25.33,51.67
6.88,38.27,36.71
0.00,27.98,16.54
15.87,24.16,31.58
34.47,18.30,36.75
0.00,21.04,20.47
36.47,16.49,46.92
22.87,11.54,43.74
8.77,20.35,21.93
7.45,22.22,32.69
23.97,24.20,5.18
9.44,29.41,39.19
37.28,5.26,35.53
19.75,32.92,27.08
3.90,38.26,35.41
23.61,39.33,33.80
31.82,35.58,45.76
-5.56,3.77,7.94
-10.79,4.42,24.30
-7.44,14.21,6.78
16.42,23.08,44.70
10.15,14.44,22.84
2.17,12.73,11.05
29.84,15.01,40.86
0.00,9.33,7.13
7.64,3.92,6.78
3.31,6.91,15.91
27.36,19.06,14.11
36.78,28.59,24.18
35.67,20.08,33.58
9.29,19.68,17.63
-8.09,9.72,29.20
36.45,19.45,39.39
23.75,21.48,20.15
24.13,38.00,35.08
0.00,19.52,33.19
37.79,38.18,0.70
21.58,38.26,54.72
-8.31,10.44,28.64
30.09,8.80,36.14
6.21,26.19,24.73
31.75,16.88,38.18
2.12,37.34,37.38
35.23,5.31,30.39
0.00,27.89,4.46
-7.45,34.88,28.75
12.60,36.02,45.79
29.86,32.16,70.19
39.28,24.86,39.73
28.75,6.14,29.87
28.32,4.55,40.18
25.53,16.12,46.88
31.79,2.70,34.21
26.26,4.50,25.73
12.79,22.60,15.56
-3.80,34.26,32.99
34.07,23.46,59.76
38.90,2.09,36.88
16.56,13.94,29.22
33.64,37.43,54.50
0.00,8.19,33.01
12.66,12.02,24.82
10.64,3.72,16.46
29.67,31.67,16.84
0.00,7.51,18.56
28.77,39.40,11.89
16.17,23.51,20.17
2.39,38.42,37.36
34.59,3.97,44.28
0.00,10.01,18.11
32.07,9.89,40.87
0.00,5.97,34.53
-12.35,29.43,12.96
3.58,17.95,30.97
5.74,34.76,48.02
33.04,9.93,28.00
5.67,5.84,13.53
33.55,24.44,35.58
-1.72,6.12,15.34
0.00,8.90,24.84
-5.57,28.18,9.40
29.18,19.83,35.14
16.57,39.78,53.99
16.68,11.89,9.25
-12.95,30.87,33.90
20.79,36.42,37.25
-4.31,8.89,34.10
3.69,30.34,33.37
19.63,7.03,13.86
26.13,9.38,43.08
0.00,21.74,2.34
0.00,11.17,29.41
27.51,23.20,30.74
25.53,15.99,13.16
32.50,36.69,4.73
13.40,10.00,10.10
0.00,27.94,10.56
0.00,14.26,20.33
14.75,22.96,16.17
5.40,22.67,26.81
29.75,31.67,13.59
0.00,25.14,16.62
27.80,33.39,70.90
2.72,17.35,15.49
-15.00,23.50,26.58
0.00,12.62,14.07
31.06,12.82,27.50
25.79,34.92,22.00
0.00,15.72,31.15
-2.49,23.53,10.41
0.00,4.77,4.29
-3.71,31.67,6.76
25.43,29.28,29.99
15.54,24.89,22.70
0.00,11.14,34.34
34.96,31.30,30.27
-12.16,14.01,22.98
28.44,34.58,65.12
27.13,36.71,33.38
31.38,17.40,35.94
19.82,33.18,48.80
31.50,3.42,37.04
32.55,11.05,37.18
17.97,25.18,38.59
22.41,39.30,48.57
16.90,25.40,11.73
-10.30,6.55,22.53
0.00,25.08,11.18
27.27,13.54,33.53
39.81,10.87,31.68
28.33,18.18,50.25
-11.49,26.39,31.68
0.00,23.75,17.69
11.45,19.26,27.19
-1.52,24.17,19.64
29.94,6.68,36.52
12.81,19.87,8.90
24.34,25.29,26.84
-1.52,4.02,31.46
11.42,32.85,34.97
0.00,14.63,33.33
24.86,6.73,25.30
4.13,5.90,8.28
23.36,29.16,35.52
36.65,3.23,39.82
20.97,2.46,21.01
19.51,34.00,14.97
18.22,4.47,27.06
35.22,26.96,22.13
34.93,29.24,22.64
0.00,31.21,15.18
4.14,21.59,26.59
5.43,31.03,30.42
14.61,5.08,27.09
9.43,31.10,42.92
0.00,12.53,8.39
24.88,35.53,34.61
5.32,30.59,41.95
8.25,19.54,17.40
35.66,17.51,36.42
35.59,26.38,19.66
-8.87,16.85,24.30
23.09,10.96,45.01
-12.71,22.53,26.63
14.34,7.59,10.74
31.94,23.96,47.18
35.49,36.75,3.79
20.84,33.84,28.00
-14.82,27.88,32.58
10.88,6.97,18.18
39.11,20.10,23.30
32.44,30.02,23.38
35.28,26.39,39.49
5.37,12.27,9.41
0.00,7.85,31.11
12.86,6.37,12.40
-14.67,9.06,15.81
28.94,3.77,26.41
37.40,19.43,20.16
-4.94,32.08,23.30
10.86,6.07,6.86
20.88,17.92,5.99
9.87,31.26,38.86
35.23,27.90,50.14
39.48,2.12,38.08
0.00,22.29,29.57
17.35,32.96,22.79
35.57,5.65,34.06
-7.76,20.27,30.05
26.47,39.66,54.38
0.00,32.15,12.38
-2.44,27.59,26.09
31.39,39.11,49.07
34.78,27.20,31.57
23.19,35.54,37.16
7.02,17.13,10.56
7.10,18.66,22.96
22.11,30.06,62.75
23.38,27.49,29.48
-9.18,27.11,18.27
17.22,6.58,20.15
37.64,33.97,46.74
0.00,19.63,3.64
30.88,33.78,34.33
27.30,28.78,45.21
38.79,29.17,50.04
0.00,7.36,24.71
7.41,4.31,8.53
0.00,6.70,9.38
14.22,7.14,25.29
15.54,32.05,33.63
8.94,18.49,12.87
16.03,31.00,41.88
20.97,8.80,17.29
-6.85,4.78,3.89
-5.14,16.00,17.63
0.00,10.79,34.14
33.59,30.39,64.99
26.29,18.59,12.26
3.60,33.71,32.35
20.10,27.01,28.56
9.85,28.40,37.77
11.06,7.99,18.82
6.22,38.87,32.79
28.12,18.80,9.86
-13.42,24.61,27.99
-12.40,33.22,17.14
-12.23,16.80,12.73
27.68,38.48,12.24
0.00,11.89,21.90
-6.18,19.48,19.28
10.66,37.88,40.43
0.00,3.75,5.73
0.00,31.69,10.98
19.66,11.94,26.25
22.00,7.09,36.84
23.00,3.07,28.39
4.93,8.58,14.20
17.97,26.68,27.96
-13.38,27.81,30.06
-8.05,12.86,30.93
4.42,2.09,4.63
-1.90,24.73,30.36
32.55,5.28,33.32
-8.15,9.77,22.12
0.00,26.55,19.73
7.50,23.80,28.40
24.53,31.70,18.60
35.33,6.31,29.39
30.60,30.17,49.91
10.34,4.50,20.20
0.00,5.18,22.94
38.36,36.17,24.05
24.69,13.44,40.41
3.68,6.42,3.59
16.44,7.33,14.33
37.50,20.25,52.02
9.82,8.00,15.43
0.00,10.29,10.48
4.47,8.02,10.73
34.68,36.77,17.81
14.61,20.98,8.44
19.59,20.80,50.53
39.46,29.78,15.10
20.26,36.61,42.62
21.77,22.15,25.27
12.19,33.98,48.23
35.09,38.33,25.23
29.67,34.38,5.12
10.81,8.96,15.60
29.46,6.64,35.94
12.76,17.43,41.69
25.33,10.82,29.12
5.09,27.68,24.64
38.45,25.66,34.51
12.80,34.84,28.22
-5.92,10.97,9.52
32.64,22.18,50.16
12.05,20.54,11.39
34.80,27.31,14.91
9.95,18.33,18.98
24.76,35.87,29.59
-7.41,11.51,10.61
32.78,33.57,1.76
14.23,18.07,9.24
33.48,24.23,16.51
0.00,25.67,13.39
26.20,27.34,6.93
16.16,33.18,40.46
16.40,20.26,34.13
-1.02,13.57,20.25
27.09,24.97,52.39
8.97,2.73,8.55
27.94,16.41,27.40
19.85,12.90,23.50
39.93,5.79,36.56
20.83,6.07,26.46
31.75,3.96,35.53
11.27,14.74,10.52
30.50,8.40,30.81
18.11,37.49,39.40
-11.37,31.25,3.83
38.21,6.25,40.52
17.89,19.80,4.70
7.23,18.37,14.19
28.42,26.97,57.82
36.44,18.57,41.71
31.75,25.97,63.81
23.45,6.75,21.81
9.40,9.28,19.40
13.65,35.25,36.36
0.00,18.06,5.94
5.73,10.43,15.33
18.02,17.06,14.35
16.13,39.84,25.26
5.83,32.65,38.42
34.04,29.74,48.00
17.14,18.38,36.20
3.77,19.03,18.08
21.74,7.72,23.93
